State,week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,week_10,week_11,week_12,week_13,week_14,week_15,week_16,week_17,week_18,week_19,week_20,week_21,week_22,week_23,week_24,week_25,week_26,week_27,week_28,week_29,week_30,week_31,week_32,week_33,week_34,week_35,week_36,week_37,week_38,week_39,week_40,week_41,week_42,week_43,week_44,week_45,week_46,week_47,week_48,week_49,week_50,week_51,week_52
Alabama,158934,181145,190541,185725,196240,187450,193655,180478,178779,169617,171881,174549,176997,144646,173124,168252,144345,154458,162285,150475,173423,180124,162823,182967,187587,184884,153855,164854,184526,184755,174197,196434,194854,180829,195855,179490,167420,175117,175460,231636,248203,231461,221243,249800,228945,228099,233958,243351,237675,254395,243022,180978
Alaska,22359,27690,28511,26127,29995,28054,27244,27593,26755,23865,20440,20320,18900,16417,17918,15142,16415,15996,14609,17118,17960,16213,18519,18945,16891,17968,12391,13893,13647,14886,14699,14524,15701,15252,14480,14469,14134,12955,14145,14463,13202,13357,13820,13283,13214,14243,12445,14045,14848,15025,15576,10696
Arizona,100094,115009,120923,116974,124587,118966,121961,114589,113461,106829,102147,103695,104991,100259,109920,103650,100162,98101,99973,104420,110154,110983,112984,116221,115578,123827,102844,113860,119287,123525,120354,126989,130282,124944,126613,120006,115683,113215,117315,121151,111507,114380,115717,112221,113142,119303,105114,120260,124315,109986,115576,76891
Arkansas,917,923,1042,1073,998,1019,1115,914,969,973,819,891,893,834,807,572,841,727,554,878,815,615,951,863,643,883,355,291,332,431,320,368,462,334,370,430,311,349,433,696,705,711,669,710,702,687,664,745,719,761,783,533
Colorado,187586,194860,214381,219204,211104,210894,228565,194140,201142,200190,197839,210136,223778,220404,232622,214375,220295,207626,206799,229689,233150,229544,248533,245979,239062,281575,240183,284326,266773,288521,300722,284037,304320,312253,283213,280341,289106,253226,274048,337903,337988,330438,322741,340163,326850,332748,318592,347417,346713,327642,328141,230261
Illinois,859847,1009533,1046089,1004838,1093606,1029165,1047695,1005840,981522,917700,911584,912039,917956,797766,934974,911931,796217,834208,879578,830065,936639,976287,898093,988212,1016716,903003,739015,811454,844118,887706,857772,898596,936261,890510,895978,862483,824533,801080,843085,845031,874910,839616,807143,880492,830542,832128,824698,882769,867111,914967,898895,644046
Indiana,576032,652631,687425,673169,706970,676310,701872,650247,645001,614800,580817,590723,601589,575867,622897,571115,575470,555969,550920,600015,624291,611510,649209,658691,636873,658670,523694,582028,597632,629058,615285,636220,663467,638775,634372,611183,591462,567191,597445,602827,563519,572815,575800,567117,566620,593624,531178,602253,618578,572271,595958,400435
Kansas,2095,2635,2806,2448,2855,2760,2552,2623,2628,2230,2932,3014,2644,2084,2286,2172,2079,2034,2081,2158,2282,2338,2374,2444,2445,2074,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Total,777001,910041,959195,908001,985855,943653,946756,906717,899993,829262,805849,820079,801951,735172,802051,729050,734691,715857,703290,765993,803864,780644,828841,848128,813020,854012,680465,770926,770777,817351,815133,820558,862107,846251,818202,794139,783565,731522,776303,806768,784626,784304,770609,789619,775840,794453,739598,824619,827869,810251,829664,565167
Eastern (KY),286019,335685,356795,334230,363667,351003,348512,334463,334778,305250,299432,307250,295242,264108,286772,255793,263992,255960,246773,275236,287450,273905,297834,303267,285278,316496,245415,281369,274451,294794,297551,292174,310949,308906,291345,286434,286033,260474,280006,324920,312933,311803,310355,314923,308434,319955,294970,327825,333413,343278,350408,241316
Western (KY),490982,574356,602400,573771,622188,592650,598244,572254,565215,524012,506417,512829,506709,471064,515279,473257,470699,459897,456517,490757,516414,506739,531007,544861,527742,537516,435050,489557,496326,522557,517582,528384,551158,537345,526857,507705,497532,471048,496297,481848,471693,472501,460254,474696,467406,474498,444628,496794,494456,466973,479256,323851
Louisiana,53922,59146,63550,63012,64068,62518,65700,58929,59630,57553,52015,53961,55261,52701,56010,50188,52681,50000,48416,54930,56141,53745,59439,59237,55974,60278,48090,55863,53290,57772,59083,56736,60940,61344,56574,56137,56795,50587,54864,64210,59239,59406,61330,59612,58762,63226,55835,62454,65882,49962,51336,35671
Maryland,25512,30564,32168,29810,33107,31644,31082,30450,30182,27224,29436,29913,29191,26946,30396,29903,26900,27115,28840,28041,30445,32011,30341,32128,33338,32831,31052,36655,36016,37287,38760,38342,39335,40246,38236,36233,37272,34188,35415,35439,37773,36768,33850,38019,36375,34902,35608,38660,36363,36652,36552,25108
Mississippi,54807,67492,68470,64049,73106,67359,66772,67238,64237,58488,58776,57580,56530,53071,59697,56690,52996,53273,54678,55258,59814,60698,59786,63114,63203,60402,51535,58079,60076,61896,61402,63963,65280,63749,63781,60133,59026,57018,58779,60689,59789,60083,57969,60173,59430,59765,56360,63170,62276,52277,53820,36028
Missouri,5252,4803,5152,6138,5200,5072,6398,4784,4834,5607,4305,4460,5672,6450,6647,6150,6446,5938,5927,6715,6670,6598,7281,7028,6852,7393,5864,6346,6660,7044,6709,7094,7428,6962,7067,6848,6441,6334,6689,5666,5568,5626,5411,5604,5560,5579,5248,5915,5814,4499,4658,3083
Montana,533266,633033,672267,623182,685760,661386,649769,630723,630779,569143,577809,592460,578887,533285,601008,595222,532387,536234,574108,555020,602086,637220,600502,635232,663633,627865,583949,669593,685735,701230,707918,730056,739606,734956,727957,681280,680486,650835,665977,625641,666717,655676,597595,670972,648593,616096,628458,689376,641996,692691,698018,469642
New Mexico,282241,279411,331589,329828,302691,326215,343907,278389,311121,301225,224031,256638,256485,180870,209486,190113,180670,186950,183397,188348,209934,203559,203805,221476,212002,213426,173769,192359,211517,208619,203304,225170,220037,211045,224523,202672,195420,200718,198131,248247,246390,241050,237128,247957,238453,244458,232248,253433,254735,271181,271799,191185
North Dakota,628745,713392,753025,734792,772768,740876,766104,710791,706557,671085,610464,622218,633646,569097,644528,614937,568276,575167,593124,592482,645787,658375,641025,681384,685630,612435,512148,571983,591311,615133,604658,629506,648778,627739,627663,597646,581226,561197,584201,543267,531137,532734,518913,534523,526979,534972,500655,560112,557466,532594,547293,369134
Ohio,277597,330277,342009,324402,357779,336474,338237,329069,320900,296270,268705,268666,261691,239815,260325,228512,239740,232384,220450,249961,260956,244703,270473,275339,254851,242446,169990,178625,193978,204200,188789,206465,215379,195960,205878,198392,181456,184059,193945,151097,151845,154317,144333,152798,152661,148790,143131,162253,155065,154166,160546,103967
Oklahoma,13607,15271,16214,15901,16545,15952,16578,15214,15215,14524,12998,13328,13421,12606,13395,11705,12605,11956,11295,13144,13426,12538,14227,14171,13052,12941,9602,10798,10635,11534,11419,11320,12169,11855,11293,11208,10971,10091,10960,9336,9997,9840,8919,10058,9730,9190,9419,10340,9580,9872,9956,6671
Pennsylvania Total,911512,990439,1059278,1065230,1072900,1042160,1110646,986820,993905,972866,915255,945200,991572,968141,1037563,956396,967496,926111,922557,1008778,1039885,1024067,1091481,1097201,1066487,1081835,888060,1012073,1002926,1066763,1070109,1067744,1125118,1111033,1064630,1036471,1028695,951898,1013151,1005253,997126,987979,960171,1003503,977291,989913,939910,1038760,1031515,971194,985623,676440
Anthracite (PA),33902,39270,41697,39622,42542,41022,41310,39128,39123,36185,32150,32959,32555,26769,31637,30801,26715,28224,29709,27855,31697,32982,30138,33439,34347,31236,25696,27952,29835,30863,29543,31759,32544,30672,31658,29991,28391,28308,29305,31239,33132,31096,29836,33339,30761,30763,31233,32696,32059,36105,34716,25651
Bituminous (PA),877610,951169,1017581,1025608,1030358,1001138,1069336,947692,954782,936681,883105,912241,959017,941372,1005926,925595,940781,897887,892848,980923,1008188,991085,1061343,1063762,1032140,1050599,862364,984121,973091,1035900,1040566,1035985,1092574,1080361,1032972,1006480,1000304,923590,983846,974014,963994,956883,930335,970164,946530,959150,908677,1006064,999456,935089,950907,650789
Tennessee,14796,19185,19411,17290,20779,19095,18024,19111,18210,15788,14100,13772,12576,10803,12173,10791,10795,10862,10403,11258,12193,11564,12185,12862,12029,11882,8308,8982,9708,9974,9494,10335,10521,9855,10303,9688,9123,9211,9484,9182,8785,8952,8771,8836,8853,9036,8276,9409,9419,8920,9316,6139
Texas,931106,1084570,1129412,1088166,1174819,1111208,1134515,1080611,1059718,993820,889490,894640,900080,856188,939677,876939,855340,838675,845864,891819,941675,938938,964901,993591,977812,856627,707852,795019,814485,850194,840482,867098,896708,872583,864585,826027,807911,773013,807458,670875,688971,684903,640811,693360,677515,660641,649440,720108,688427,667962,680312,455905
Utah,308159,340368,361262,360138,368701,355434,375481,339127,338967,328909,294227,301547,311068,300113,319656,286248,299992,285352,276127,312799,320415,306514,338453,338090,319210,319789,248914,282274,278117,299029,298470,296094,315393,309880,295230,290540,286919,263969,284004,258099,256606,254121,246531,258239,251379,254158,241879,267183,264844,254406,258116,177092
Virginia,287323,317941,337777,335786,344408,332332,350098,316782,316933,306668,278881,286092,295808,286471,307356,281176,286295,274345,271231,298510,308051,301073,322983,325040,313546,320194,255932,284653,290948,307436,300925,309734,324249,312415,308831,298701,289266,276132,291979,272207,259475,262235,260004,261137,259403,268054,244586,275712,279320,257000,266095,179060
West Virginia Total,1568637,1802075,1898214,1833169,1952127,1867528,1911335,1795495,1781063,1674212,1625640,1652886,1671564,1561144,1736597,1657019,1559163,1549731,1598291,1625559,1740061,1774104,1758810,1835944,1847581,1821116,1527679,1701379,1762173,1834894,1798531,1875988,1935235,1867218,1870515,1782733,1728836,1672412,1742628,1733839,1714507,1694522,1656096,1725477,1676194,1707386,1616126,1781619,1779141,1744869,1765215,1220435
Northern (WV),911694,1031483,1099320,1065456,1117349,1081567,1110867,1027714,1031473,973069,910644,937136,949347,902632,985247,930611,901705,879307,897635,940143,987301,996393,1017201,1041723,1037656,1028108,863054,963717,997260,1036600,1018750,1061687,1093280,1057663,1058586,1007134,979273,946468,984466,941429,893414,906469,899220,899121,896669,927060,842143,953060,966027,882054,916862,613583
Southern (WV),656943,770592,798894,767713,834778,785961,800468,767781,749590,701143,714996,715750,722217,658512,751350,726408,657458,670424,700656,685416,752760,777711,741609,794221,809925,793008,664625,737662,764913,798294,779781,814301,841955,809555,811929,775599,749563,725944,758162,792410,821093,788053,756876,826356,779525,780326,773983,828559,813114,862815,848353,606852
Wyoming,5194416,5933313,6418585,6070335,6427410,6314769,6329241,5911636,6022452,5543959,5399689,5640156,5569487,5514061,5806420,5417101,5510827,5182509,5225491,5745833,5819289,5800346,6216995,6139966,6040714,6558549,5764027,6647702,6664676,6922475,7028807,7095604,7301287,7297481,7075141,6725734,6756638,6325661,6574569,6483057,6295458,6392041,6192386,6335664,6322939,6384093,5934186,6720564,6652458,6431183,6689824,4417662
Appalachian Total,3530330,4007311,4236193,4125642,4341007,4167686,4301589,3992668,3974750,3767895,3603330,3678328,3734641,3502074,3844306,3587842,3498726,3430966,3460830,3647818,3852464,3841551,3946930,4064748,4000697,4011684,3280291,3668590,3754726,3940103,3878356,3997216,4155640,4026462,3985593,3828142,3728101,3563491,3742068,3763573,3730647,3688037,3594823,3754493,3648156,3706135,3516565,3877589,3861911,3770474,3816777,2633443
Interior Total,2988567,3471360,3622560,3492565,3760355,3564013,3641441,3458654,3398969,3189707,3020153,3043465,3060755,2828631,3151669,2960719,2825374,2812677,2855830,2945739,3158167,3170006,3187268,3332212,3301312,3099787,2521057,2809435,2883554,3028192,2970054,3069779,3193873,3083457,3060877,2942154,2854982,2736711,2876010,2741178,2734391,2705501,2618306,2751822,2676267,2699338,2577470,2844548,2812843,2739544,2774974,1906223
Western Total,7256866,8237076,8900543,8480580,8923016,8756594,8842272,8206988,8351234,7745205,7426646,7747170,7697242,7434506,7941558,7436788,7429024,7087935,7173628,7745709,7958775,7962754,8380816,8397293,8292720,8755434,7638225,8775990,8831063,9173418,9278932,9401980,9675404,9633550,9374820,8912688,8919612,8381776,8712390,8631828,8459005,8533797,8244831,8513022,8441549,8500071,7973577,8972390,8857375,8634708,8924343,5942563
East of Mississippi River,5511998,6311323,6640577,6441469,6836877,6533170,6716172,6288247,6230725,5882895,5660924,5751499,5817425,5399842,5977153,5600835,5394108,5334313,5402523,5623913,5989622,5996785,6085025,6319626,6245231,6171275,5029585,5609708,5752878,6041320,5930397,6124379,6371806,6156841,6106581,5869646,5700654,5459828,5737674,5753968,5700558,5633052,5495989,5736971,5572154,5666150,5373429,5922575,5904332,5776962,5844706,4037803
West of Mississippi River,8263765,9404424,10118719,9657318,10187501,9955123,10069130,9370063,9494228,8819912,8389205,8717464,8675213,8365369,8960380,8384514,8359016,7997265,8087765,8715353,8979784,8977526,9429989,9474627,9349498,9695630,8409988,9644307,9716465,10100393,10196945,10344596,10653111,10586628,10314709,9813338,9802041,9222150,9592794,9382611,9223485,9294283,8961971,9282366,9193818,9239394,8694183,9771952,9627797,9367764,9671388,6444426
Bituminous and Lignite,13741861,15676477,16717599,16059165,16981836,16447271,16743992,15619182,15685830,14666622,14017979,14436004,14460083,13738442,14905896,13954548,13726409,13303354,13460579,14311411,14937709,14941329,15484876,15760814,15560382,15835669,13413877,15226063,15439508,16110850,16097799,16437216,16992373,16712797,16389632,15652993,15474304,14653670,15301163,15105340,14890911,14896239,14428124,14985998,14735211,14874781,14036379,15661831,15500070,15108621,15481378,10456578
Anthracite,33902,39270,41697,39622,42542,41022,41310,39128,39123,36185,32150,32959,32555,26769,31637,30801,26715,28224,29709,27855,31697,32982,30138,33439,34347,31236,25696,27952,29835,30863,29543,31759,32544,30672,31658,29991,28391,28308,29305,31239,33132,31096,29836,33339,30761,30763,31233,32696,32059,36105,34716,25651
US Total,13775763,15715747,16759296,16098787,17024378,16488293,16785302,15658310,15724953,14702807,14050129,14468963,14492638,13765211,14937533,13985349,13753124,13331578,13490288,14339266,14969406,14974311,15515014,15794253,15594729,15866905,13439573,15254015,15469343,16141713,16127342,16468975,17024917,16743469,16421290,15682984,15502695,14681978,15330468,15136579,14924043,14927335,14457960,15019337,14765972,14905544,14067612,15694527,15532129,15144726,15516094,10482229
